"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:37
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:37
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:37
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:37
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:37
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:37
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:37
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:38
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:38
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:38
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:38
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:38
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:38
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:38
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:38
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:38
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:38
"/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284].png",,,"[0.0, -2.5132741228718345, -1.832595714594046, 95.28523725950029, 92.45055784663214, 38.754224418358284]",20:20:38
