Eslabón,x,y,z
2,0.3438322226093506,1.5296373215877602e-17,-0.1606497322243039
3,0.11327345739762429,3.472765514008014e-17,-0.4779866482678743
4,0.11327345739762429,0.10915000000000004,-0.4779866482678743
5,0.048741475274233254,0.10915000000000004,-0.4087461559008616
6,0.07603281283756708,0.18250877604871435,-0.3833106910802859
0,0,0,0
1,0.0,0.0,0.089159
2,0.3438322226093506,1.5296373215877602e-17,-0.1606497322243039
3,0.20326239440020247,3.7719467653096525e-17,-0.5268466545178296
4,0.20326239440020247,0.10915000000000004,-0.5268466545178296
5,0.11760163803693194,0.10915000000000005,-0.567106526838447
6,0.14447452912306086,0.05640637314361319,-0.6242838610777002
0,0,0,0
1,0.0,0.0,0.089159
2,0.284380507702512,1.9339411051256098e-17,-0.22667755082789504
3,0.44021480073262287,-2.702167674269146e-18,0.13328874706095667
4,0.44021480073262287,0.10915,0.13328874706095667
5,0.4647622390493104,0.10915,0.22470015648061512
6,0.5357867825503232,0.146096351759107,0.2056273666436491
0,0,0,0
1,0.0,0.0,0.089159
2,0.284380507702512,1.9339411051256098e-17,-0.22667755082789504
3,0.40559242374608784,-3.5034308451111715e-18,0.14637436768887807
4,0.40559242374608784,0.10915,0.14637436768887807
5,0.3253806065740562,0.10915,0.19662063009674852
6,0.3538181441391769,0.046670288987514116,0.2420175701811705
0,0,0,0
1,0.0,0.0,0.089159
2,0.284380507702512,1.9339411051256098e-17,-0.22667755082789504
3,0.49801516918715893,-8.041018299157117e-19,0.10229097944869586
4,0.49801516918715893,0.10915,0.10229097944869586
5,0.5889942269461466,0.10915000000000001,0.07618669724659755
6,0.5709219975977998,0.0593554600730971,0.01320107730165436
0,0,0,0
1,0.0,0.0,0.089159
2,0.284380507702512,1.9339411051256098e-17,-0.22667755082789504
3,0.5758790654960221,3.2679742994026335e-18,0.03578892951636464
4,0.5758790654960221,0.10915,0.03578892951636465
5,0.4964030387791082,0.10915000000000001,-0.015613246286731317
6,0.4904777877700582,0.1907235883955364,-0.006451855739693072
0,0,0,0
1,0.0,0.0,0.089159
2,0.284380507702512,1.9339411051256098e-17,-0.22667755082789504
3,0.6338778168154009,8.435292284054797e-18,-0.04859977730506093
4,0.6338778168154009,0.10915000000000001,-0.048599777305060925
5,0.5592600442180404,0.10915000000000002,-0.10683044373271403
6,0.6083182328844204,0.12951421619817047,-0.16969444633681202
0,0,0,0
1,0.0,0.0,0.089159
2,0.284380507702512,1.9339411051256098e-17,-0.22667755082789504
3,-0.08990297631745042,2.652526449343491e-17,-0.3440314433491001
4,-0.08990297631745042,0.10915000000000002,-0.3440314433491001
5,-0.07600693313746541,0.10915000000000004,-0.437655812420085
6,-0.05342149334370021,0.030080722661108436,-0.4343036056204306
0,0,0,0
1,0.0,0.0,0.089159
2,0.284380507702512,1.9339411051256098e-17,-0.22667755082789504
3,-0.0992978886853243,2.4333114159728653e-17,-0.30823091155115606
4,-0.0992978886853243,0.10915000000000002,-0.30823091155115606
5,-0.08425512748312684,0.10915000000000002,-0.2147839328123351
6,-0.11340300906186121,0.18597235996683403,-0.21009181084053422
0,0,0,0
1,0.0,0.0,0.089159
2,0.284380507702512,1.9339411051256098e-17,-0.22667755082789504
3,-0.06511680141037751,3.0243529818457325e-17,-0.4047553243507279
4,-0.06511680141037751,0.10915000000000002,-0.4047553243507279
5,-0.15962195808228885,0.10915000000000002,-0.40998962109599296
6,-0.16413952083341737,0.11915541840940035,-0.3284250869574199
0,0,0,0
1,0.0,0.0,0.089159
2,0.284380507702512,1.9339411051256098e-17,-0.22667755082789504
3,-0.007118050090999084,3.54108478031095e-17,-0.4891440311721536
4,-0.007118050090999084,0.10915000000000004,-0.4891440311721536
5,-0.03121539406398966,0.10915000000000004,-0.39761294075230025
6,0.031087569703241426,0.1603612262061727,-0.38121047092976124
0,0,0,0
1,0.0,0.0,0.089159
2,0.284380507702512,1.9339411051256098e-17,-0.22667755082789504
3,0.07074584621786384,3.948292393242786e-17,-0.5556460811044852
4,0.07074584621786384,0.10915000000000004,-0.5556460811044852
5,-0.005350114520668095,0.10915000000000004,-0.49936084983304235
6,-0.005666726142102729,0.026851722188733093,-0.49978889934034315
0,0,0,0
1,0.0,0.0,0.089159
2,0.21250000000000052,2.253722382290425e-17,-0.2789017966083861
3,0.43977014147092947,2.96122029006889e-18,0.040798602665346295
4,0.43977014147092947,0.10915,0.0407986026653463
5,0.38190458674995664,0.10915000000000001,-0.034102666194627616
6,0.4469882324744167,0.10610980798230091,-0.08438354020958971
0,0,0,0
1,0.0,0.0,0.089159
2,0.21250000000000052,2.253722382290425e-17,-0.2789017966083861
3,0.40862499999999957,1.7366919534119814e-18,0.060796668026060485
4,0.40862499999999957,0.10915,0.06079666802606049
5,0.4078059510033514,0.10915,0.1554431241601445
6,0.48946357800509965,0.119388291020019,0.15614977077108264
0,0,0,0
1,0.0,0.0,0.089159
2,0.21250000000000052,2.253722382290425e-17,-0.2789017966083861
3,0.48986263492042315,5.553660669985603e-18,-0.0015391616879622538
4,0.48986263492042315,0.10915,-0.0015391616879622471
5,0.5166985430253969,0.10915000000000001,-0.0923051053903301
6,0.44767454465255485,0.14905619677322574,-0.11271277815628977
0,0,0,0
1,0.0,0.0,0.089159
2,0.21250000000000052,2.253722382290425e-17,-0.2789017966083861
3,0.5521984646344462,1.0528031148765485e-17,-0.08277679660838555
4,0.5521984646344462,0.10915000000000001,-0.08277679660838555
5,0.5375712026525029,0.10915000000000002,-0.17628971393487897
6,0.5384364380687506,0.026854659604587286,-0.17642505379456194
0,0,0,0
1,0.0,0.0,0.089159
2,0.21250000000000052,2.253722382290425e-17,-0.2789017966083861
3,0.5913844053618875,1.6320808262158677e-17,-0.17738002616692194
4,0.5913844053618875,0.10915000000000001,-0.17738002616692194
5,0.5005944590453852,0.10915000000000002,-0.2041346173214629
6,0.5213556278933457,0.07201743705923216,-0.27458627903015786
0,0,0,0
1,0.0,0.0,0.089159
2,0.21250000000000052,2.253722382290425e-17,-0.2789017966083861
3,-0.17800373810654435,2.480107628376525e-17,-0.3158733130070274
4,-0.17800373810654435,0.10915000000000002,-0.3158733130070274
5,-0.2609402451122731,0.10915000000000004,-0.36148206551889406
6,-0.26425163795363393,0.02713740572041408,-0.3554605161350387
0,0,0,0
1,0.0,0.0,0.089159
2,0.21250000000000052,2.253722382290425e-17,-0.2789017966083861
3,-0.17974999999999947,2.2537223822904173e-17,-0.2789017966083848
4,-0.17974999999999947,0.10915000000000002,-0.2789017966083848
5,-0.09091680264398837,0.10915000000000004,-0.31157113311079915
6,-0.0869118897752166,0.02767203684998222,-0.30068112880235726
0,0,0,0
1,0.0,0.0,0.089159
2,0.21250000000000052,2.253722382290425e-17,-0.2789017966083861
3,-0.16638440536188676,2.8753639383649746e-17,-0.380423567049849
4,-0.16638440536188676,0.10915000000000002,-0.380423567049849
5,-0.09793512639492286,0.10915000000000004,-0.4457941927842165
6,-0.05172873566706437,0.157081131868477,-0.39741169539403265
0,0,0,0
1,0.0,0.0,0.089159
2,0.21250000000000052,2.253722382290425e-17,-0.2789017966083861
3,-0.12719846463444595,3.454641649704294e-17,-0.4750267966083854
4,-0.12719846463444595,0.10915000000000002,-0.4750267966083854
5,-0.20593893886657189,0.10915000000000004,-0.5275487940732564
6,-0.20170091490394743,0.19109486474815057,-0.5339023989004026
0,0,0,0
1,0.0,0.0,0.089159
2,0.21250000000000052,2.253722382290425e-17,-0.2789017966083861
3,-0.06486263492042316,3.952078697582284e-17,-0.556264431528809
4,-0.06486263492042316,0.10915000000000004,-0.556264431528809
5,-0.02875231174004781,0.10915000000000005,-0.6437553856887039
6,0.0024555824460469923,0.03409368722896544,-0.6308748867198698
0,0,0,0
1,0.0,0.0,0.089159
2,0.1313322226093527,2.475005176789321e-17,-0.31504001942544024
3,0.42010541677568924,8.495188718219752e-18,-0.04957796030781175
4,0.42010541677568924,0.10915000000000001,-0.049577960307811746
5,0.45829422307717577,0.10915000000000002,-0.13618187230529338
6,0.4563111920793087,0.1914214589002546,-0.1370563084008544
0,0,0,0
1,0.0,0.0,0.089159
2,0.1313322226093527,2.475005176789321e-17,-0.31504001942544024
3,0.3937987029536144,6.900912979998726e-18,-0.023541461631931937
4,0.3937987029536144,0.10915,-0.02354146163193193
5,0.422134101089356,0.10915000000000001,-0.1138505293521172
6,0.39375434946637305,0.03241284688279368,-0.1227549680926684
0,0,0,0
1,0.0,0.0,0.089159
2,0.1313322226093527,2.475005176789321e-17,-0.31504001942544024
3,0.4603007528859451,1.1668701549188288e-17,-0.10140535794079558
4,0.4603007528859451,0.10915000000000001,-0.10140535794079558
5,0.5549322657505564,0.10915000000000001,-0.0995347235684805
6,0.5542678646809893,0.18427104430458108,-0.06592405154592301
0,0,0,0
1,0.0,0.0,0.089159
2,0.1313322226093527,2.475005176789321e-17,-0.31504001942544024
3,0.5043841411261266,1.7327962517829227e-17,-0.193828103381867
4,0.5043841411261266,0.10915000000000001,-0.193828103381867
5,0.41752400063547795,0.10915000000000001,-0.15622572986709032
6,0.3860627459018712,0.08674654890995778,-0.22890010519872417
0,0,0,0
1,0.0,0.0,0.089159
2,0.1313322226093527,2.475005176789321e-17,-0.31504001942544024
3,0.5230446576168343,2.3493026603279602e-17,-0.29451124058914563
4,0.5230446576168343,0.10915000000000002,-0.29451124058914563
5,0.6075761947838598,0.10915000000000002,-0.2519314129218126
6,0.5707404668039633,0.11743880034722558,-0.17880334079492755
0,0,0,0
1,0.0,0.0,0.089159
2,0.1313322226093527,2.475005176789321e-17,-0.31504001942544024
3,-0.25832488238368456,2.1992962031727154e-17,-0.2700133270258741
4,-0.25832488238368456,0.10915000000000002,-0.2700133270258741
5,-0.2647574526751652,0.10915000000000004,-0.3644444899936421
6,-0.3046985587110353,0.037243146739287386,-0.36172373591182577
0,0,0,0
1,0.0,0.0,0.089159
2,0.1313322226093527,2.475005176789321e-17,-0.31504001942544024
3,-0.2523461737784821,1.975634865942024e-17,-0.23348665870217244
4,-0.2523461737784821,0.10915000000000001,-0.23348665870217244
5,-0.18183445031109052,0.10915000000000001,-0.17034618552008352
6,-0.22580965600922057,0.15842244889374307,-0.1212371531144188
0,0,0,0
1,0.0,0.0,0.089159
2,0.1313322226093527,2.475005176789321e-17,-0.31504001942544024
3,-0.26038021239812903,2.6007076932506735e-17,-0.3355687982617335
4,-0.26038021239812903,0.10915000000000002,-0.3355687982617335
5,-0.32183700048808406,0.10915000000000002,-0.2635848715998296
6,-0.26075093416004413,0.1270910783776608,-0.2114322090866564
0,0,0,0
1,0.0,0.0,0.089159
2,0.1313322226093527,2.475005176789321e-17,-0.31504001942544024
3,-0.24171969590742168,3.217214101795711e-17,-0.4362519354690121
4,-0.24171969590742168,0.10915000000000002,-0.4362519354690121
5,-0.15021896934974627,0.10915000000000002,-0.4120395514596355
6,-0.170422905785168,0.1322885864299867,-0.3356871004804071
0,0,0,0
1,0.0,0.0,0.089159
2,0.1313322226093527,2.475005176789321e-17,-0.31504001942544024
3,-0.19763630766724047,3.783140198659806e-17,-0.5286746809100837
4,-0.19763630766724047,0.10915000000000004,-0.5286746809100837
5,-0.28730382154230627,0.10915000000000005,-0.558979127043694
6,-0.26096484191838065,0.11156218294964476,-0.6369132628622676
0,0,0,0
1,0.0,0.0,0.089159
2,0.04442459688875268,2.588118368670019e-17,-0.3335128055315162
3,0.38208006947790235,1.3657876634946167e-17,-0.13389105238172042
4,0.38208006947790235,0.10915000000000001,-0.13389105238172042
5,0.4367587239021546,0.10915000000000002,-0.2111494969062719
6,0.3823686159610444,0.1574534857871573,-0.24964338497911115
0,0,0,0
1,0.0,0.0,0.089159
2,0.04442459688875268,2.588118368670019e-17,-0.3335128055315162
3,0.3617615129323255,1.1763530995105056e-17,-0.10295404031979322
4,0.3617615129323255,0.10915000000000001,-0.10295404031979322
5,0.268226356433918,0.10915000000000001,-0.08846966947331113
6,0.2762903602101661,0.04593214167710016,-0.03639506690965809
0,0,0,0
1,0.0,0.0,0.089159
2,0.04442459688875268,2.588118368670019e-17,-0.3335128055315162
3,0.41062151918227996,1.72737641780491e-17,-0.1929429773223719
4,0.41062151918227996,0.10915000000000001,-0.1929429773223719
5,0.4633699166000446,0.10915000000000002,-0.27153196554500747
6,0.4779468542482973,0.02874429517541438,-0.261748023575609
0,0,0,0
1,0.0,0.0,0.089159
2,0.04442459688875268,2.588118368670019e-17,-0.3335128055315162
3,0.43452581034695786,2.3370578776074422e-17,-0.2925115158147791
4,0.43452581034695786,0.10915000000000002,-0.2925115158147791
5,0.4366205108227975,0.10915000000000004,-0.3871383340531438
6,0.355224042286092,0.12117739900088495,-0.3889401617437464
0,0,0,0
1,0.0,0.0,0.089159
2,0.04442459688875268,2.588118368670019e-17,-0.3335128055315162
3,0.4318453484871954,2.9638486949788107e-17,-0.3948742244435469
4,0.4318453484871954,0.10915000000000002,-0.3948742244435469
5,0.34433850198228527,0.10915000000000002,-0.35880243054906347
6,0.3176209860242579,0.06603875028848523,-0.42361666115734864
0,0,0,0
1,0.0,0.0,0.089159
2,0.04442459688875268,2.588118368670019e-17,-0.3335128055315162
3,-0.32735598972034236,1.8223649804961955e-17,-0.20845578685364582
4,-0.32735598972034236,0.10915000000000001,-0.20845578685364582
5,-0.2893975150180643,0.10915000000000002,-0.29516090030306424
6,-0.36439676837593,0.11753715690198241,-0.32799468770056384
0,0,0,0
1,0.0,0.0,0.089159
2,0.04442459688875268,2.588118368670019e-17,-0.3335128055315162
3,-0.3139136088715568,1.6112026258040727e-17,-0.17397035728503188
4,-0.3139136088715568,0.10915000000000001,-0.17397035728503188
5,-0.3988003633905039,0.10915000000000002,-0.21583754500095104
6,-0.4284560164350799,0.1568837188271074,-0.15570997786711147
0,0,0,0
1,0.0,0.0,0.089159
2,0.04442459688875268,2.588118368670019e-17,-0.3335128055315162
3,-0.3429961547096899,2.2123880423612193e-17,-0.2721513866194841
4,-0.3429961547096899,0.10915000000000002,-0.2721513866194841
5,-0.2567899989146285,0.10915000000000002,-0.23307298845582344
6,-0.2883530263209668,0.07866901447547671,-0.16344558851585342
0,0,0,0
1,0.0,0.0,0.089159
2,0.04442459688875268,2.588118368670019e-17,-0.3335128055315162
3,-0.3456766165694527,2.839178859732587e-17,-0.37451409524825185
4,-0.3456766165694527,0.10915000000000002,-0.37451409524825185
5,-0.4312074214969158,0.10915000000000002,-0.3339788771230185
6,-0.3962142127806664,0.11899218346466561,-0.2601419164028692
0,0,0,0
1,0.0,0.0,0.089159
2,0.04442459688875268,2.588118368670019e-17,-0.3335128055315162
3,-0.3217723254047752,3.44886031953512e-17,-0.4740826337406591
4,-0.3217723254047752,0.10915000000000002,-0.4740826337406591
5,-0.3156739741951155,0.10915000000000002,-0.37962929810594664
6,-0.3851090948691695,0.06519597617082254,-0.3751462404213235
0,0,0,0
1,0.0,0.0,0.089159
2,-0.044424596888752894,2.5881183686700187e-17,-0.33351280553151613
3,0.3273559897203426,1.8223649804962038e-17,-0.2084557868536472
4,0.3273559897203426,0.10915000000000001,-0.2084557868536472
5,0.3828699138734395,0.10915000000000002,-0.28511625075208835
6,0.3280879628732052,0.0622620798090063,-0.3247867786635105
0,0,0,0
1,0.0,0.0,0.089159
2,-0.044424596888752894,2.5881183686700187e-17,-0.33351280553151613
3,0.3139136088715571,1.6112026258040804e-17,-0.17397035728503316
4,0.3139136088715571,0.10915000000000001,-0.17397035728503316
5,0.3152556055644851,0.10915000000000001,-0.07932987152509968
6,0.38469692860890736,0.06498866995945785,-0.08031454552724447
0,0,0,0
1,0.0,0.0,0.089159
2,-0.044424596888752894,2.5881183686700187e-17,-0.33351280553151613
3,0.34299615470968986,2.2123880423612273e-17,-0.27215138661948546
4,0.34299615470968986,0.10915000000000002,-0.27215138661948546
5,0.30614450980619407,0.10915000000000004,-0.3593326848887052
6,0.34311129785205974,0.03729892081067267,-0.3749585928911558
0,0,0,0
1,0.0,0.0,0.089159
2,-0.044424596888752894,2.5881183686700187e-17,-0.33351280553151613
3,0.3456766165694523,2.839178859732596e-17,-0.3745140952482533
4,0.3456766165694523,0.10915000000000002,-0.3745140952482533
5,0.31394925067543106,0.10915000000000004,-0.46368806428309495
6,0.3427239580514352,0.18557312197640866,-0.4739258688721805
0,0,0,0
1,0.0,0.0,0.089159
2,-0.044424596888752894,2.5881183686700187e-17,-0.33351280553151613
3,0.3217723254047744,3.448860319535128e-17,-0.47408263374066045
4,0.3217723254047744,0.10915000000000002,-0.47408263374066045
5,0.37085973593663096,0.10915000000000002,-0.39315644127322147
6,0.41000162759714176,0.17754229058036847,-0.4168987433184588
0,0,0,0
1,0.0,0.0,0.089159
2,-0.044424596888752894,2.5881183686700187e-17,-0.33351280553151613
3,-0.3820800694779018,1.3657876634946084e-17,-0.13389105238171906
4,-0.3820800694779018,0.10915000000000001,-0.13389105238171906
5,-0.3463825534602371,0.10915000000000002,-0.22155124773952428
6,-0.40778865351157806,0.15790728281782912,-0.2465574119537121
0,0,0,0
1,0.0,0.0,0.089159
2,-0.044424596888752894,2.5881183686700187e-17,-0.33351280553151613
3,-0.36176151293232484,1.1763530995104982e-17,-0.102954040319792
4,-0.36176151293232484,0.10915000000000001,-0.102954040319792
5,-0.29974807797019487,0.10915000000000001,-0.03144910074078336
6,-0.3499576734094996,0.06060996012028034,0.012095715877231794
0,0,0,0
1,0.0,0.0,0.089159
2,-0.044424596888752894,2.5881183686700187e-17,-0.33351280553151613
3,-0.4106215191822797,1.7273764178049013e-17,-0.19294297732237056
4,-0.4106215191822797,0.10915000000000001,-0.19294297732237056
5,-0.4957140295471231,0.10915000000000001,-0.15149557475225758
6,-0.4969023761023129,0.19140524710998702,-0.1539352786973591
0,0,0,0
1,0.0,0.0,0.089159
2,-0.044424596888752894,2.5881183686700187e-17,-0.33351280553151613
3,-0.4345258103469579,2.3370578776074326e-17,-0.2925115158147775
4,-0.4345258103469579,0.10915000000000002,-0.2925115158147775
5,-0.3927098712514138,0.10915000000000004,-0.37742352755374026
6,-0.3592694312393505,0.03577543260421896,-0.3609553815961173
0,0,0,0
1,0.0,0.0,0.089159
2,-0.044424596888752894,2.5881183686700187e-17,-0.33351280553151613
3,-0.43184534848719586,2.9638486949788014e-17,-0.3948742244435454
4,-0.43184534848719586,0.10915000000000002,-0.3948742244435454
5,-0.35029460628961184,0.10915000000000004,-0.44291690283498386
6,-0.382476437274741,0.05667663336954735,-0.49754441924302384
0,0,0,0
1,0.0,0.0,0.089159
2,-0.13133222260935293,2.4750051767893204e-17,-0.31504001942544013
3,0.25832488238368445,2.199296203172724e-17,-0.2700133270258755
4,0.25832488238368445,0.10915000000000002,-0.2700133270258755
5,0.1663968029365475,0.10915000000000002,-0.247477783785011
6,0.18184908434643493,0.05854100545701729,-0.1844440890608558
0,0,0,0
1,0.0,0.0,0.089159
2,-0.13133222260935293,2.4750051767893204e-17,-0.31504001942544013
3,0.25234617377848223,1.9756348659420323e-17,-0.23348665870217378
4,0.25234617377848223,0.10915000000000001,-0.23348665870217378
5,0.19858008726736184,0.10915000000000001,-0.1555903786800911
6,0.2456945574398439,0.05002311695234103,-0.12307071691317298
0,0,0,0
1,0.0,0.0,0.089159
2,-0.13133222260935293,2.4750051767893204e-17,-0.31504001942544013
3,0.2603802123981287,2.6007076932506816e-17,-0.3355687982617348
4,0.2603802123981287,0.10915000000000002,-0.3355687982617348
5,0.32984908648372924,0.10915000000000002,-0.27128273419432614
6,0.35107531250233237,0.18528545900101784,-0.2942202408528867
0,0,0,0
1,0.0,0.0,0.089159
2,-0.13133222260935293,2.4750051767893204e-17,-0.31504001942544013
3,0.24171969590742096,3.217214101795719e-17,-0.4362519354690134
4,0.24171969590742096,0.10915000000000002,-0.4362519354690134
5,0.2669818598893121,0.10915000000000002,-0.34503545904642824
6,0.30803503880786276,0.1795677489892928,-0.3564050293093019
0,0,0,0
1,0.0,0.0,0.089159
2,-0.13133222260935293,2.4750051767893204e-17,-0.31504001942544013
3,0.1976363076672394,3.783140198659813e-17,-0.5286746809100848
4,0.1976363076672394,0.10915000000000004,-0.5286746809100848
5,0.12728620463495244,0.10915000000000004,-0.46535418262282713
6,0.08821213546142852,0.05116800460031321,-0.5087661087226141
0,0,0,0
1,0.0,0.0,0.089159
2,-0.13133222260935293,2.4750051767893204e-17,-0.31504001942544013
3,-0.42010541677568847,8.495188718219675e-18,-0.04957796030781053
4,-0.42010541677568847,0.10915000000000001,-0.049577960307810524
5,-0.5084660320359801,0.10915000000000002,-0.083504707437807
6,-0.5310189099736344,0.056097989713735134,-0.024766798883660242
0,0,0,0
1,0.0,0.0,0.089159
2,-0.13133222260935293,2.4750051767893204e-17,-0.31504001942544013
3,-0.3937987029536135,6.900912979998661e-18,-0.023541461631930882
4,-0.3937987029536135,0.10915,-0.023541461631930875
5,-0.4131482507504596,0.10915000000000001,-0.1161925139738097
6,-0.44479488915978604,0.033465794759410486,-0.10958332684605615
0,0,0,0
1,0.0,0.0,0.089159
2,-0.13133222260935293,2.4750051767893204e-17,-0.31504001942544013
3,-0.4603007528859445,1.1668701549188211e-17,-0.10140535794079428
4,-0.4603007528859445,0.10915000000000001,-0.10140535794079428
5,-0.5505509357903671,0.10915000000000001,-0.07288296348103203
6,-0.5667523157311772,0.17146202064696056,-0.1241471553785571
0,0,0,0
1,0.0,0.0,0.089159
2,-0.13133222260935293,2.4750051767893204e-17,-0.31504001942544013
3,-0.5043841411261264,1.732796251782913e-17,-0.19382810338186546
4,-0.5043841411261264,0.10915000000000001,-0.19382810338186546
5,-0.5436452984393159,0.10915000000000002,-0.27995117825979227
6,-0.559638480853212,0.02874880877927055,-0.27266032326442047
0,0,0,0
1,0.0,0.0,0.089159
2,-0.13133222260935293,2.4750051767893204e-17,-0.31504001942544013
3,-0.5230446576168344,2.3493026603279506e-17,-0.294511240589144
4,-0.5230446576168344,0.10915000000000002,-0.294511240589144
5,-0.44383178833375536,0.10915000000000004,-0.3463180339655134
6,-0.47453421481200847,0.04892629019306399,-0.3932622112981435
0,0,0,0
1,0.0,0.0,0.089159
2,-0.21250000000000038,2.2537223822904256e-17,-0.2789017966083862
3,0.17800373810654438,2.4801076283765325e-17,-0.3158733130070287
4,0.17800373810654438,0.10915000000000002,-0.3158733130070287
5,0.08336699261085885,0.10915000000000002,-0.3174572643903877
6,0.08308498525545308,0.18970629154999225,-0.300608099320149
0,0,0,0
1,0.0,0.0,0.089159
2,-0.21250000000000038,2.2537223822904256e-17,-0.2789017966083862
3,0.1797499999999996,2.2537223822904247e-17,-0.27890179660838604
4,0.1797499999999996,0.10915000000000002,-0.27890179660838604
5,0.2741511958982159,0.10915000000000002,-0.28576012825584834
6,0.2686753154372023,0.07655721531070178,-0.36113263729842787
0,0,0,0
1,0.0,0.0,0.089159
2,-0.21250000000000038,2.2537223822904256e-17,-0.2789017966083862
3,0.16638440536188662,2.8753639383649814e-17,-0.3804235670498501
4,0.16638440536188662,0.10915000000000002,-0.3804235670498501
5,0.07649501819458325,0.10915000000000002,-0.35078371929911706
6,0.08930285628246172,0.18056779747920332,-0.31194112043222616
0,0,0,0
1,0.0,0.0,0.089159
2,-0.21250000000000038,2.2537223822904256e-17,-0.2789017966083862
3,0.12719846463444553,3.4546416497043e-17,-0.4750267966083865
4,0.12719846463444553,0.10915000000000002,-0.4750267966083865
5,0.1700751052449102,0.10915000000000004,-0.5594081700859559
6,0.2072512416739004,0.03819661973688407,-0.5405178892661594
0,0,0,0
1,0.0,0.0,0.089159
2,-0.21250000000000038,2.2537223822904256e-17,-0.2789017966083862
3,0.06486263492042252,3.952078697582289e-17,-0.5562644315288099
4,0.06486263492042252,0.10915000000000004,-0.5562644315288099
5,0.02986951670684683,0.10915000000000004,-0.46832067576587516
6,0.08941051190112125,0.057508256175943184,-0.4446291121601129
0,0,0,0
1,0.0,0.0,0.089159
2,-0.21250000000000038,2.2537223822904256e-17,-0.2789017966083862
3,-0.4397701414709284,2.961220290068853e-18,0.040798602665346906
4,-0.4397701414709284,0.10915,0.04079860266534691
5,-0.4398668907537188,0.10915000000000001,-0.053851347887076954
6,-0.48688375278593254,0.17669777846020973,-0.05380328819286556
0,0,0,0
1,0.0,0.0,0.089159
2,-0.21250000000000038,2.2537223822904256e-17,-0.2789017966083862
3,-0.40862499999999846,1.7366919534119536e-18,0.06079666802606093
4,-0.40862499999999846,0.10915,0.060796668026060936
5,-0.3882043246375056,0.10915000000000001,-0.03162420904043132
6,-0.3950951086923447,0.027153116110118128,-0.03314674884575774
0,0,0,0
1,0.0,0.0,0.089159
2,-0.21250000000000038,2.2537223822904256e-17,-0.2789017966083862
3,-0.48986263492042237,5.55366066998556e-18,-0.0015391616879615877
4,-0.48986263492042237,0.10915,-0.001539161687961581
5,-0.5826511153340974,0.10915000000000001,-0.020218572881065277
6,-0.5698036186586409,0.1595025405312862,-0.08403748458613368
0,0,0,0
1,0.0,0.0,0.089159
2,-0.21250000000000038,2.2537223822904256e-17,-0.2789017966083862
